,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
332,Corsair CMU64GX4M4C3000C15 16GB,32,16.5,13.9,$951.50*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4C3200C16+16GB&id=9238,"5,413 KOps/Sec","28,877 MBytes/Sec","15,415 MBytes/Sec","11,390 MBytes/Sec",42 ns (lower is better),"42,716 MBytes/Sec"
333,Corsair CMU64GX4M4C3200C16 16GB,37,15.1,12.9,$583.44*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4D3000C16+16GB&id=12487,"5,472 KOps/Sec","31,416 MBytes/Sec","15,460 MBytes/Sec","12,423 MBytes/Sec",51 ns (lower is better),"43,297 MBytes/Sec"
334,Corsair CMU64GX4M4D3000C16 16GB,45,15.6,12.9,$829.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV16GX4M1A2133C15+16GB&id=8286,"3,964 KOps/Sec","28,035 MBytes/Sec","15,957 MBytes/Sec","11,608 MBytes/Sec",40 ns (lower is better),"29,078 MBytes/Sec"
335,Corsair CMV16GX4M1A2133C15 16GB,32,15.7,12.2,$66.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV16GX4M1A2400C16+16GB&id=10632,"4,199 KOps/Sec","28,434 MBytes/Sec","16,843 MBytes/Sec","10,960 MBytes/Sec",45 ns (lower is better),"32,373 MBytes/Sec"
336,Corsair CMV16GX4M1A2666C18 16GB,32,14.0,11.3,$68.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV16GX4M1L2400C16+16GB&id=13676,"4,663 KOps/Sec","29,210 MBytes/Sec","15,550 MBytes/Sec","10,234 MBytes/Sec",33 ns (lower is better),"29,646 MBytes/Sec"
337,Corsair CMV4GX4M1A2133C15 4GB,33,15.2,10.7,$24.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV4GX4M1A2400C16+4GB&id=11867,NA,"23,867 MBytes/Sec","14,876 MBytes/Sec","7,751 MBytes/Sec",71 ns (lower is better),NA
338,Corsair CMV4GX4M1A2666C18 4GB,29,15.9,11.2,$24.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2133C15+8GB&id=7998,"3,682 KOps/Sec","27,619 MBytes/Sec","15,659 MBytes/Sec","10,689 MBytes/Sec",39 ns (lower is better),"27,715 MBytes/Sec"
339,Corsair CMV8GX4M1A2133C15 8GB,34,15.6,11.3,$45.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2400C16+8GB&id=10500,"3,405 KOps/Sec","27,315 MBytes/Sec","15,772 MBytes/Sec","9,769 MBytes/Sec",45 ns (lower is better),"30,237 MBytes/Sec"
340,Corsair CMV8GX4M1A2400C16 8GB,30,16.2,11.7,$59.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2666C18+8GB&id=11644,"4,650 KOps/Sec","30,706 MBytes/Sec","17,712 MBytes/Sec","11,265 MBytes/Sec",38 ns (lower is better),"35,787 MBytes/Sec"
341,Corsair CMV8GX4M1A2666C18 8GB,30,18.1,13.3,$49.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1L2400C16+8GB&id=13452,NA,NA,NA,NA,NA,NA
342,Corsair CMW128GX4M4E3200C16 32GB,39,16.8,13.7,"$1,149.00",https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M8C3000C16+16GB&id=13227,"8,070 KOps/Sec","34,699 MBytes/Sec","20,502 MBytes/Sec","14,497 MBytes/Sec",47 ns (lower is better),"47,342 MBytes/Sec"
343,Corsair CMW128GX4M8C3000C16 16GB,23,14.7,11.4,$979.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M8C3200C16+16GB&id=12835,"5,174 KOps/Sec","30,168 MBytes/Sec","15,725 MBytes/Sec","12,418 MBytes/Sec",44 ns (lower is better),"56,819 MBytes/Sec"
344,Corsair CMW128GX4M8C3200C16 16GB,31,15.0,15.3,$819.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M8X3600C18+16GB&id=14264,NA,NA,NA,NA,NA,NA
345,Corsair CMW16GX4M2A2666C16 8GB,31,16.8,13.0,$118.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3000C15+8GB&id=12206,"5,111 KOps/Sec","31,293 MBytes/Sec","17,737 MBytes/Sec","12,308 MBytes/Sec",38 ns (lower is better),"35,752 MBytes/Sec"
346,Corsair CMW16GX4M2C3000C15 8GB,29,18.1,14.3,$124.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3200C14+8GB&id=12539,"6,887 KOps/Sec","33,946 MBytes/Sec","21,755 MBytes/Sec","16,263 MBytes/Sec",32 ns (lower is better),"45,987 MBytes/Sec"
347,Corsair CMW16GX4M2C3200C14 8GB,25,20.8,16.8,$214.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3200C16+8GB&id=12249,"5,280 KOps/Sec","32,173 MBytes/Sec","18,790 MBytes/Sec","12,886 MBytes/Sec",40 ns (lower is better),"37,852 MBytes/Sec"
348,Corsair CMW16GX4M2C3200C16 8GB,29,18.7,14.7,$129.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3466C16+8GB&id=12316,"5,628 KOps/Sec","31,142 MBytes/Sec","18,841 MBytes/Sec","13,256 MBytes/Sec",35 ns (lower is better),"35,728 MBytes/Sec"
349,Corsair CMW16GX4M2C3466C16 8GB,28,19.2,14.1,$219.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3600C18+8GB&id=12184,"5,713 KOps/Sec","32,756 MBytes/Sec","19,578 MBytes/Sec","14,179 MBytes/Sec",37 ns (lower is better),"42,102 MBytes/Sec"
350,Corsair CMW16GX4M2C3600C18 8GB,28,18.6,16.0,$149.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2D3000C16+8GB&id=12260,"4,668 KOps/Sec","30,858 MBytes/Sec","17,042 MBytes/Sec","11,161 MBytes/Sec",41 ns (lower is better),"34,669 MBytes/Sec"
351,Corsair CMW16GX4M2D3000C16 8GB,33,16.7,13.5,$119.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2D3600C16+8GB&id=15984,"6,489 KOps/Sec","34,380 MBytes/Sec","23,122 MBytes/Sec","16,123 MBytes/Sec",39 ns (lower is better),"46,393 MBytes/Sec"
352,Corsair CMW16GX4M2D3600C18 8GB,30,18.6,15.1,$139.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2E3200C16+8GB&id=13928,"5,160 KOps/Sec","31,831 MBytes/Sec","17,986 MBytes/Sec","12,237 MBytes/Sec",41 ns (lower is better),"36,536 MBytes/Sec"
353,Corsair CMW16GX4M2E3200C16 8GB,30,18.4,14.3,$125.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K3600C16+8GB&id=13411,"5,367 KOps/Sec","32,462 MBytes/Sec","19,579 MBytes/Sec","14,009 MBytes/Sec",42 ns (lower is better),"44,816 MBytes/Sec"
354,Corsair CMW16GX4M2K3600C16 8GB,34,17.8,15.9,$229.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K4000C19+8GB&id=12328,"6,954 KOps/Sec","33,690 MBytes/Sec","20,703 MBytes/Sec","15,698 MBytes/Sec",41 ns (lower is better),"47,760 MBytes/Sec"
355,Corsair CMW16GX4M2K4000C19 8GB,29,20.9,17.6,$256.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K4266C19+8GB&id=13001,"7,454 KOps/Sec","33,586 MBytes/Sec","19,224 MBytes/Sec","16,807 MBytes/Sec",23 ns (lower is better),"43,537 MBytes/Sec"
356,Corsair CMW16GX4M2K4266C19 8GB,23,19.2,16.8,$478.59*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z2933C16+8GB&id=12374,"5,819 KOps/Sec","32,470 MBytes/Sec","17,727 MBytes/Sec","13,078 MBytes/Sec",33 ns (lower is better),"35,193 MBytes/Sec"
357,Corsair CMW16GX4M2Z2933C16 8GB,28,17.3,14.4,$94.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z3200C16+8GB&id=13948,"5,013 KOps/Sec","31,775 MBytes/Sec","18,882 MBytes/Sec","12,283 MBytes/Sec",40 ns (lower is better),"38,651 MBytes/Sec"
358,Corsair CMW16GX4M2Z3200C16 8GB,32,18.8,14.3,$129.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z3600C18+8GB&id=13685,"5,508 KOps/Sec","32,718 MBytes/Sec","19,741 MBytes/Sec","13,416 MBytes/Sec",39 ns (lower is better),"42,705 MBytes/Sec"
359,Corsair CMW16GX4M2Z3600C18 8GB,30,18.4,15.4,$148.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z4000C18+8GB&id=15863,"7,850 KOps/Sec","35,637 MBytes/Sec","23,627 MBytes/Sec","17,778 MBytes/Sec",44 ns (lower is better),"54,617 MBytes/Sec"
360,Corsair CMW32GX4M2A2666C16 16GB,30,16.9,13.8,$189.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3000C15+16GB&id=12432,"6,165 KOps/Sec","32,674 MBytes/Sec","17,946 MBytes/Sec","13,468 MBytes/Sec",38 ns (lower is better),"36,383 MBytes/Sec"
361,Corsair CMW32GX4M2C3000C15 16GB,30,17.8,14.3,$174.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3200C16+16GB&id=12617,"6,079 KOps/Sec","32,638 MBytes/Sec","18,002 MBytes/Sec","13,702 MBytes/Sec",38 ns (lower is better),"37,762 MBytes/Sec"
362,Corsair CMW32GX4M2C3200C16 16GB,29,17.9,14.9,$199.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3200C18+16GB&id=18721,"6,494 KOps/Sec","34,567 MBytes/Sec","20,736 MBytes/Sec","14,392 MBytes/Sec",41 ns (lower is better),"37,142 MBytes/Sec"
363,Corsair CMW32GX4M2C3200C18 16GB,34,20.3,14.2,$179.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3333C16+16GB&id=13623,"7,262 KOps/Sec","34,866 MBytes/Sec","19,034 MBytes/Sec","15,939 MBytes/Sec",29 ns (lower is better),"42,617 MBytes/Sec"
364,Corsair CMW32GX4M2C3466C16 16GB,25,20.2,16.6,$269.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2D3000C16+16GB&id=13463,"5,516 KOps/Sec","32,903 MBytes/Sec","18,606 MBytes/Sec","12,925 MBytes/Sec",42 ns (lower is better),"33,736 MBytes/Sec"
365,Corsair CMW32GX4M2D3600C18 16GB,33,19.6,15.4,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2E3200C16+16GB&id=14088,"5,948 KOps/Sec","33,360 MBytes/Sec","19,489 MBytes/Sec","13,597 MBytes/Sec",43 ns (lower is better),"37,820 MBytes/Sec"
366,Corsair CMW32GX4M2E3200C16 16GB,33,18.4,14.2,$185.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2G4000C18+16GB&id=15519,"6,397 KOps/Sec","34,030 MBytes/Sec","16,879 MBytes/Sec","12,553 MBytes/Sec",36 ns (lower is better),"32,590 MBytes/Sec"
367,Corsair CMW32GX4M2Z2933C16 16GB,32,17.0,14.6,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2Z3200C16+16GB&id=13692,"6,256 KOps/Sec","32,483 MBytes/Sec","18,326 MBytes/Sec","13,941 MBytes/Sec",37 ns (lower is better),"41,380 MBytes/Sec"
368,Corsair CMW32GX4M2Z3200C16 16GB,29,18.0,15.4,$268.89*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2Z3600C14+16GB&id=17564,"7,998 KOps/Sec","35,043 MBytes/Sec","24,776 MBytes/Sec","18,017 MBytes/Sec",35 ns (lower is better),"49,513 MBytes/Sec"
369,Corsair CMW32GX4M2Z3600C18 16GB,31,19.0,15.6,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4A2666C16+8GB&id=12333,"5,741 KOps/Sec","31,753 MBytes/Sec","16,896 MBytes/Sec","13,154 MBytes/Sec",34 ns (lower is better),"33,815 MBytes/Sec"
370,Corsair CMW32GX4M4A2666C16 8GB,32,17.0,13.5,$218.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3000C15+8GB&id=12236,"5,875 KOps/Sec","32,301 MBytes/Sec","17,742 MBytes/Sec","13,359 MBytes/Sec",38 ns (lower is better),"38,990 MBytes/Sec"
371,Corsair CMW32GX4M4C3000C15 8GB,30,18.1,14.5,$318.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3200C14+8GB&id=12478,"7,256 KOps/Sec","34,498 MBytes/Sec","22,850 MBytes/Sec","16,612 MBytes/Sec",35 ns (lower is better),"43,661 MBytes/Sec"
372,Corsair CMW32GX4M4C3200C14 8GB,25,21.2,16.3,$409.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3200C16+8GB&id=12179,"6,111 KOps/Sec","32,626 MBytes/Sec","18,682 MBytes/Sec","13,970 MBytes/Sec",38 ns (lower is better),"39,493 MBytes/Sec"
373,Corsair CMW32GX4M4C3200C16 8GB,29,18.5,15.0,$219.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3466C16+8GB&id=12327,"6,596 KOps/Sec","31,162 MBytes/Sec","18,816 MBytes/Sec","14,859 MBytes/Sec",30 ns (lower is better),"46,967 MBytes/Sec"
374,Corsair CMW32GX4M4C3466C16 8GB,20,19.1,14.6,$279.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3600C18+8GB&id=12180,"6,893 KOps/Sec","33,824 MBytes/Sec","20,502 MBytes/Sec","15,368 MBytes/Sec",39 ns (lower is better),"43,264 MBytes/Sec"
375,Corsair CMW32GX4M4C3600C18 8GB,30,19.5,16.0,$275.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4D3600C16+8GB&id=15911,"7,230 KOps/Sec","35,175 MBytes/Sec","23,348 MBytes/Sec","16,826 MBytes/Sec",38 ns (lower is better),"45,181 MBytes/Sec"
376,Corsair CMW32GX4M4K4000C19 8GB,29,20.1,17.2,$755.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4K4266C19+8GB&id=13226,"8,985 KOps/Sec","28,259 MBytes/Sec","14,730 MBytes/Sec","11,748 MBytes/Sec",60 ns (lower is better),"87,928 MBytes/Sec"
377,Corsair CMW32GX4M4Z2933C16 8GB,39,15.4,14.6,$209.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4Z3200C16+8GB&id=13894,"6,638 KOps/Sec","33,495 MBytes/Sec","18,181 MBytes/Sec","14,330 MBytes/Sec",33 ns (lower is better),"42,098 MBytes/Sec"
378,Corsair CMW64GX4M2E3200C16 32GB,33,17.5,14.4,$359.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4A2666C16+16GB&id=12737,"5,936 KOps/Sec","33,099 MBytes/Sec","17,783 MBytes/Sec","13,064 MBytes/Sec",38 ns (lower is better),"30,186 MBytes/Sec"
379,Corsair CMW64GX4M4A2666C16 16GB,30,18.3,13.7,$299.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3000C15+16GB&id=12597,"6,114 KOps/Sec","30,260 MBytes/Sec","15,350 MBytes/Sec","12,423 MBytes/Sec",42 ns (lower is better),"41,015 MBytes/Sec"
380,Corsair CMW64GX4M4C3000C15 16GB,34,16.3,14.7,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3200C16+16GB&id=12590,"6,890 KOps/Sec","32,558 MBytes/Sec","17,996 MBytes/Sec","14,253 MBytes/Sec",40 ns (lower is better),"42,720 MBytes/Sec"
381,Corsair CMW64GX4M4C3200C16 16GB,33,17.2,15.0,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3466C16+16GB&id=12636,"7,157 KOps/Sec","33,794 MBytes/Sec","17,275 MBytes/Sec","14,606 MBytes/Sec",32 ns (lower is better),"42,159 MBytes/Sec"
382,Corsair CMW64GX4M4C3466C16 16GB,23,19.7,17.1,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4D3600C18+16GB&id=15528,"7,128 KOps/Sec","34,560 MBytes/Sec","21,499 MBytes/Sec","15,707 MBytes/Sec",45 ns (lower is better),"43,534 MBytes/Sec"
383,Corsair CMW64GX4M4D3600C18 16GB,34,19.2,14.8,$604.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4E3200C16+16GB&id=15058,"6,860 KOps/Sec","33,548 MBytes/Sec","19,087 MBytes/Sec","13,689 MBytes/Sec",46 ns (lower is better),"36,528 MBytes/Sec"
384,Corsair CMW64GX4M4E3200C16 16GB,29,18.4,15.1,$671.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4K3600C18+16GB&id=12488,"6,982 KOps/Sec","33,723 MBytes/Sec","16,615 MBytes/Sec","14,295 MBytes/Sec",33 ns (lower is better),"40,402 MBytes/Sec"
385,Corsair CMW64GX4M4K3600C18 16GB,31,16.8,14.6,$649.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4Z2933C16+16GB&id=13027,"6,423 KOps/Sec","32,923 MBytes/Sec","18,306 MBytes/Sec","14,677 MBytes/Sec",32 ns (lower is better),"35,340 MBytes/Sec"
386,Corsair CMW64GX4M4Z2933C16 16GB,30,17.4,14.6,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8A2666C16+8GB&id=13426,NA,"26,105 MBytes/Sec","15,958 MBytes/Sec","11,560 MBytes/Sec",24 ns (lower is better),NA
387,Corsair CMW64GX4M8A2666C16 8GB,24,16.0,11.6,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8C3000C15+8GB&id=12732,"7,927 KOps/Sec","32,342 MBytes/Sec","17,348 MBytes/Sec","11,799 MBytes/Sec",36 ns (lower is better),"38,881 MBytes/Sec"
388,Corsair CMW64GX4M8C3000C15 8GB,30,18.8,11.6,$575.39*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8C3200C16+8GB&id=12546,"7,635 KOps/Sec","30,745 MBytes/Sec","14,449 MBytes/Sec","14,173 MBytes/Sec",45 ns (lower is better),"70,641 MBytes/Sec"
389,Corsair CMW64GX4M8C3200C16 8GB,43,12.8,14.6,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8C3466C16+8GB&id=13526,"7,744 KOps/Sec","31,114 MBytes/Sec","14,076 MBytes/Sec","13,950 MBytes/Sec",58 ns (lower is better),"82,380 MBytes/Sec"
390,Corsair CMW64GX4M8X3600C18 8GB,21,17.2,13.1,$619.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8Z2933C16+8GB&id=12464,NA,"25,478 MBytes/Sec","10,037 MBytes/Sec","12,447 MBytes/Sec",35 ns (lower is better),NA
391,Corsair CMW64GX4M8Z2933C16 8GB,35,10.0,12.4,$439.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW8GX4M1D3000C16+8GB&id=13392,"3,680 KOps/Sec","27,253 MBytes/Sec","18,049 MBytes/Sec","10,342 MBytes/Sec",42 ns (lower is better),"37,343 MBytes/Sec"
392,Crucial Technology BL8G30C15U4R.8FE 8GB,32,18.1,14.1,$47.73*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BL8G30C15U4R.M8FE+8GB&id=15037,"5,526 KOps/Sec","32,484 MBytes/Sec","17,760 MBytes/Sec","12,747 MBytes/Sec",36 ns (lower is better),"37,474 MBytes/Sec"
393,Crucial Technology BLE4G4D26AFEA.8FAD 4GB,37,16.2,11.9,$94.13*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D26AFEA.8FADG+4GB&id=8103,"4,691 KOps/Sec","28,050 MBytes/Sec","17,248 MBytes/Sec","11,536 MBytes/Sec",41 ns (lower is better),"40,500 MBytes/Sec"
394,Crucial Technology BLE4G4D30AEEA.K8FE 4GB,26,19.6,15.8,$56.67*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D32AEEA.K8FD+4GB&id=12138,NA,"29,131 MBytes/Sec","17,254 MBytes/Sec","13,004 MBytes/Sec",23 ns (lower is better),NA
395,Crucial Technology BLE4G4D32AEEA.K8FD 4GB,23,17.3,13.0,$107.83*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D32AEEA.K8FE+4GB&id=9426,"6,857 KOps/Sec","32,785 MBytes/Sec","21,322 MBytes/Sec","15,869 MBytes/Sec",35 ns (lower is better),"46,622 MBytes/Sec"
396,Crucial Technology BLE4G4D32AEEA.K8FE 4GB,26,23.2,18.0,$144.21*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D26AFEA.16FAD+8GB&id=7412,"4,078 KOps/Sec","26,816 MBytes/Sec","15,810 MBytes/Sec","12,087 MBytes/Sec",38 ns (lower is better),"33,936 MBytes/Sec"
397,Crucial Technology BLE8G4D26AFEA.16FAD 8GB,34,16.0,12.4,$129.74*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D26AFEA.16FBD+8GB&id=9798,"4,356 KOps/Sec","28,814 MBytes/Sec","16,618 MBytes/Sec","11,922 MBytes/Sec",41 ns (lower is better),"37,129 MBytes/Sec"
398,Crucial Technology BLE8G4D30AEEA.K16FD 8GB,62,18.0,9.5,$156.15*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D30AEEA.K16FE+8GB&id=9280,"4,658 KOps/Sec","31,103 MBytes/Sec","19,997 MBytes/Sec","14,145 MBytes/Sec",37 ns (lower is better),"39,784 MBytes/Sec"
399,Crucial Technology BLE8G4D30AEEA.K16FE 8GB,25,20.6,17.1,$49.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D32BEEAK.K8FB+8GB&id=10990,"4,924 KOps/Sec","31,180 MBytes/Sec","17,615 MBytes/Sec","12,288 MBytes/Sec",33 ns (lower is better),"32,544 MBytes/Sec"
400,Crucial Technology BLE8G4D34AEEAK.K8FB 8GB,28,18.3,14.8,$135.77*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D36BEEAK.M8FE1+8GB&id=13415,"6,323 KOps/Sec","33,228 MBytes/Sec","20,621 MBytes/Sec","15,359 MBytes/Sec",33 ns (lower is better),"45,748 MBytes/Sec"
401,Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB,24,20.2,17.6,$118.03*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D36BEEAK.M8FE3+8GB&id=13607,"5,901 KOps/Sec","33,010 MBytes/Sec","20,487 MBytes/Sec","15,142 MBytes/Sec",29 ns (lower is better),"43,890 MBytes/Sec"
402,Crucial Technology BLS16G4D240FSB.16FAD 16GB,31,17.5,13.1,$65.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSB.16FBD+16GB&id=9612,"4,198 KOps/Sec","29,333 MBytes/Sec","16,761 MBytes/Sec","11,736 MBytes/Sec",34 ns (lower is better),"28,121 MBytes/Sec"
403,Crucial Technology BLS16G4D240FSC.16FAD 16GB,34,15.8,11.8,$62.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSC.16FBD+16GB&id=9207,"4,269 KOps/Sec","30,024 MBytes/Sec","16,249 MBytes/Sec","12,075 MBytes/Sec",38 ns (lower is better),"30,617 MBytes/Sec"
404,Crucial Technology BLS16G4D240FSE.16FAD 16GB,31,16.4,11.7,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSE.16FBD+16GB&id=9217,"4,636 KOps/Sec","29,893 MBytes/Sec","16,350 MBytes/Sec","12,139 MBytes/Sec",40 ns (lower is better),"31,533 MBytes/Sec"
405,Crucial Technology BLS16G4D26BFSB.16FBD 16GB,29,16.2,11.7,$169.89*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D26BFSB.16FBR+16GB&id=10791,NA,"28,599 MBytes/Sec","17,532 MBytes/Sec","12,328 MBytes/Sec",23 ns (lower is better),NA
406,Crucial Technology BLS16G4D26BFSE.16FBD 16GB,29,16.8,13.8,$248.72*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D26BFSE.16FD+16GB&id=12148,"5,020 KOps/Sec","31,440 MBytes/Sec","16,350 MBytes/Sec","12,365 MBytes/Sec",38 ns (lower is better),"34,001 MBytes/Sec"
407,Crucial Technology BLS16G4D26BFST.16FD 16GB,31,16.7,14.6,$94.99,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESB.M16FE+16GB&id=13217,"6,289 KOps/Sec","33,084 MBytes/Sec","19,630 MBytes/Sec","14,858 MBytes/Sec",38 ns (lower is better),"45,122 MBytes/Sec"
408,Crucial Technology BLS16G4D30AESB.M16FE 16GB,27,18.2,15.1,$74.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESC.M16FE+16GB&id=13248,"6,198 KOps/Sec","32,451 MBytes/Sec","19,116 MBytes/Sec","14,303 MBytes/Sec",39 ns (lower is better),"42,200 MBytes/Sec"
409,Crucial Technology BLS16G4D30AESC.M16FE 16GB,27,18.8,15.0,$96.04*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESE.M16FE+16GB&id=13107,"6,031 KOps/Sec","33,409 MBytes/Sec","20,675 MBytes/Sec","14,736 MBytes/Sec",38 ns (lower is better),"41,005 MBytes/Sec"
410,Crucial Technology BLS16G4D30AESE.M16FE 16GB,25,19.6,15.2,$74.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30BESB.16FD+16GB&id=12802,"5,026 KOps/Sec","31,209 MBytes/Sec","17,192 MBytes/Sec","12,712 MBytes/Sec",47 ns (lower is better),"35,728 MBytes/Sec"
411,Crucial Technology BLS16G4D30BESB.16FD 16GB,51,17.4,13.6,$100.20*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30CEST.16FD+16GB&id=12668,"5,174 KOps/Sec","31,386 MBytes/Sec","17,680 MBytes/Sec","13,178 MBytes/Sec",37 ns (lower is better),"35,380 MBytes/Sec"
412,Crucial Technology BLS16G4D30CEST.16FD 16GB,29,17.4,13.5,$69.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D32AESB.M16FE+16GB&id=13069,"6,257 KOps/Sec","33,072 MBytes/Sec","19,228 MBytes/Sec","14,541 MBytes/Sec",37 ns (lower is better),"42,790 MBytes/Sec"
413,Crucial Technology BLS16G4D32AESB.M16FE 16GB,28,18.9,15.5,$94.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D32AESC.M16FE+16GB&id=13216,"5,903 KOps/Sec","32,149 MBytes/Sec","18,844 MBytes/Sec","14,266 MBytes/Sec",38 ns (lower is better),"41,893 MBytes/Sec"
